u_in,u_hat, u_tilde,Absolute Time
0.580043,0.185441,0.394602,3571913571.500915
0.580043,0.569618,0.010425,3571913571.510913
0.580043,0.569643,0.010400,3571913571.520915
0.580043,0.569667,0.010376,3571913571.530915
0.580043,0.569692,0.010351,3571913571.540915
0.580043,0.569717,0.010326,3571913571.550916
0.580043,0.569741,0.010302,3571913571.560916
0.580043,0.569766,0.010277,3571913571.570917
0.580043,0.569790,0.010253,3571913571.580913
0.580043,0.569815,0.010228,3571913571.590916
0.580043,0.569839,0.010204,3571913571.600917
0.580043,0.569863,0.010180,3571913571.610916
0.580043,0.569888,0.010155,3571913571.620918
0.580043,0.569912,0.010131,3571913571.630918
0.580043,0.569936,0.010107,3571913571.640918
